Mã đơn hàng,Mã NPL,Mã LSX,SL LSX,Tổng đã xuất
CIE-220519 - ALZCap Carbon - Iconic VC Lakaga,9-HCI006-000-00-TR,PYC-682-PHOI,31.0,31.0
CIE-220519 - ALZCap Carbon - Iconic VC Occi,9-HCI006-000-00-TR,PYC-682-PHOI,31.0,31.0
CIE-220519 - ALZCap Carbon - Iconic VC Vitala,9-HCI006-000-00-TR,PYC-682-PHOI,31.0,31.0
CIE-220519 - ALZCap SC - Ultra Athletics Bluenote,9-HCI006-000-00-TR,PYC-682-PHOI,31.0,31.0
CIE-220519 - ALZCap SC - Ultra Athletics October,9-HCI006-000-00-TR,PYC-682-PHOI,31.0,31.0
CIE-220519 - BCHat V Elite - Circle C Sable LXL,9-HCI006-000-00-TR,PYC-682-PHOI,31.0,31.0
CIE-220519 - BCHat V Elite - Circle C Sable SM,9-HCI006-000-00-TR,PYC-682-PHOI,31.0,31.0
CIE-220519 - BCHat V Elite - Circle C Shadowcast LXL,9-HCI006-000-00-TR,PYC-682-PHOI,31.0,31.0
CIE-220519 - BCHat V Elite - Circle C Shadowcast SM,9-HCI006-000-00-TR,PYC-682-PHOI,31.0,31.0
CIE-220519 - CRWCap SC - Clean Sable,9-HCI006-000-00-TR,PYC-682-PHOI,31.0,31.0
CIE-220519 - CRWCap SC - Clean Shadowcast,9-HCI006-000-00-TR,PYC-682-PHOI,31.0,31.0
CIE-220519 - FLTCap WND - Ultra Iconic Whitaker LXL,9-HCI006-000-00-TR,PYC-752-PHOI,30.0,30.0
CIE-220519 - FSTCap SC - Clean Sable,9-HCI006-000-00-TR,PYC-682-PHOI,31.0,31.0
CIE-220519 - FSTCap SC - Clean Shadowcast,9-HCI006-000-00-TR,PYC-682-PHOI,31.0,31.0
CIE-220519 - GOCap - Over Red Earth,9-HCI006-000-00-TR,PYC-682-PHOI,31.0,31.0
CIE-220519 - GOCap - Over Shadowcast,9-HCI006-000-00-TR,PYC-682-PHOI,31.0,31.0
CIE-220519 - GOCap - Over Skala,9-HCI006-000-00-TR,PYC-682-PHOI,31.0,31.0
CIE-220519 - GOCap - RCC Bigsky,9-HCI006-000-00-TR,PYC-682-PHOI,31.0,31.0
CIE-220519 - GOCap - RCC Fourche,9-HCI006-000-00-TR,PYC-682-PHOI,31.0,31.0
CIE-220519 - GOCap - RCC Peat,9-HCI006-000-00-TR,PYC-682-PHOI,31.0,31.0
CIE-220519 - GOCap - RUN in Peace Dove,9-HCI006-000-00-TR,PYC-463-PHOI,23.25,23.25
CIE-220519 - GOCap Elite - Circle C Lavacast,9-HCI006-000-00-TR,PYC-682-PHOI,31.0,31.0
CIE-220519 - GOCap Elite - Circle C Westa,9-HCI006-000-00-TR,PYC-682-PHOI,31.0,31.0
CIE-220519 - GOCap SC - Badge Plus Caralatte,9-HCI006-000-00-TR,PYC-463-PHOI,31.93,31.93
CIE-220519 - GOCap SC - Badge Plus Scout,9-HCI006-000-00-TR,PYC-463-PHOI,31.0,31.0
CIE-220519 - GOCap SC - Badge Plus Uniform,9-HCI006-000-00-TR,PYC-463-PHOI,31.93,31.93
CIE-220519 - GOCap SC - Clean Sable,9-HCI006-000-00-TR,PYC-682-PHOI,31.0,31.0
CIE-220519 - GOCap SC - Clean Shadowcast,9-HCI006-000-00-TR,PYC-682-PHOI,31.0,31.0
CIE-220519 - GOCap SC - WWMCity Berlin,9-HCI006-000-00-TR,PYC-682-PHOI,31.0,31.0
CIE-220519 - GOCap SC - WWMCity Chamonix,9-HCI006-000-00-TR,PYC-682-PHOI,31.0,31.0
CIE-220519 - GOCap SC - WWMCity Chicago,9-HCI006-000-00-TR,PYC-682-PHOI,31.0,31.0
CIE-220519 - GOCap SC - WWMCity Montreal,9-HCI006-000-00-TR,PYC-682-PHOI,31.0,31.0
CIE-220519 - GOCap SC - WWMCity New York,9-HCI006-000-00-TR,PYC-682-PHOI,31.0,31.0
CIE-220519 - GOCap SC - Winc Dove,9-HCI006-000-00-TR,PYC-682-PHOI,31.0,31.0
CIE-220519 - GOCap SC - Winc Sable,9-HCI006-000-00-TR,PYC-682-PHOI,31.0,31.0
CIE-220519 - GOCap SC - Winc Whitaker,9-HCI006-000-00-TR,PYC-682-PHOI,31.0,31.0
CIE-220519 - GOCap Sherpa - Ultra Iconic Acres,9-HCI006-000-00-TR,PYC-752-PHOI,30.0,30.0
CIE-220519 - PYNCap - Iconic VC Minde SM,9-HCI006-000-00-TR,PYC-682-PHOI,31.0,31.0
CIE-220519 - PYNCap - Iconic VC Moya LXL,9-HCI006-000-00-TR,PYC-682-PHOI,31.0,31.0
CIE-220519 - PYNCap - Iconic VC Sanyon SM,9-HCI006-000-00-TR,PYC-682-PHOI,31.0,31.0
CIE-220519 - RDCap Elite - Circle C -  Red Planet Red Planet,9-HCI006-000-00-TR,PYC-682-PHOI,31.0,31.0
CIE-220519 - RDCap Elite - Circle C Lavacast,9-HCI006-000-00-TR,PYC-682-PHOI,31.0,31.0
CIE-220519 - WBKTHat - Iconic Athletics Cormon LXL,9-HCI006-000-00-TR,PYC-768-PHOI,30.0,30.0
CIE-220519 - WBKTHat - Iconic Athletics Mars One SM,9-HCI006-000-00-TR,PYC-768-PHOI,30.0,30.0
CIE-220519 - WBKTHat - Iconic Athletics Sable LXL,9-HCI006-000-00-TR,PYC-768-PHOI,30.0,30.0
CIE-220607-Made X for 7Mesh-GC Black-v2,9-HCI006-000-00-TR,PYC-808-PHOI,502.0,502.0
CIE-220607-Made X for 7Mesh-GC Boreal,9-HCI006-000-00-TR,PYC-808-PHOI,502.0,502.0
CIE-220607-Made X for 7Mesh-GC Hinterland-v2,9-HCI006-000-00-TR,PYC-808-PHOI,502.0,502.0
CIE-220607-Made X for 7Mesh-GC Hot Fawn,9-HCI006-000-00-TR,PYC-808-PHOI,502.0,502.0
CIE-220618-CLB P3 Black,9-HCI006-000-00-TR,PYC-356-PHOI,2808.0,2808.0
CIE-220618-CLB P3 Burgundy,9-HCI006-000-00-TR,PYC-356-PHOI,720.0,720.0
CIE-220618-CLB P3 Forest,9-HCI006-000-00-TR,PYC-682-PHOI,1200.0,1200.0
CIE-220618-CLB P3 Navy,9-HCI006-000-00-TR,PYC-682-PHOI,1800.0,1800.0
CIE-220618-CLB P3 Purple,9-HCI006-000-00-TR,PYC-356-PHOI,480.0,480.0
CIE-220618-CLB P3 Red,9-HCI006-000-00-TR,PYC-356-PHOI,480.0,480.0
CIE-220618-CLB P3 Royal,9-HCI006-000-00-TR,PYC-356-PHOI,912.0,912.0
CIE-220618-CLB P3 White,9-HCI006-000-00-TR,PYC-356-PHOI,1608.0,1608.0
CIE-220714-Elena Forest,9-HCI006-000-00-TR,PYC-373-PHOI,202.0,202.0
CIE-220714-Elena White,9-HCI006-000-00-TR,PYC-373-PHOI,302.0,302.0
CIE-220801-Tracksmith JA Marathon Berlin,9-HCI006-000-00-TR,PYC-323-PHOI,978.0,978.0
CIE-220801-Tracksmith JA Marathon Chicago,9-HCI006-000-00-TR,PYC-323-PHOI,1402.0,1402.0
CIE-220801-Tracksmith JA Marathon London,9-HCI006-000-00-TR,PYC-323-PHOI,978.0,978.0
CIE-220801-Tracksmith JA Marathon New York,9-HCI006-000-00-TR,PYC-323-PHOI,1402.0,1402.0
CIE-220818-CLB UTCT,9-HCI006-000-00-TR,PYC-682-PHOI,508.03,508.03
CIE-220920-CLB Mine Raglan,9-HCI006-000-00-TR,PYC-827-PHOI,303.0,303.0
CIE-220920-Madeby RC BK - Black-LXL,9-HCI006-000-00-TR,PYC-690-PHOI,120.0,0.0
CIE-221027-Naak,9-HCI006-000-00-TR,PYC-808-PHOI,302.0,302.0
AD-220305-REDFILLS PATCH & PATTERN 2,4-KATEIN-BLK-N0-28,PYC-232-PHOI,110.3171,110.3171
BF-220405-HCL SB Black - 54cm,4-KATEIN-BLK-N0-28,PYC-232-PHOI,79.8,79.8
BF-220405-HCL SB Black - 56cm,4-KATEIN-BLK-N0-28,PYC-232-PHOI,159.5,159.5
BF-220405-HCL SB Black - 58cm,4-KATEIN-BLK-N0-28,PYC-232-PHOI,81.3,81.3
CIE-220211-CLB Lost Boys,4-KATEIN-BLK-N0-28,PYC-69-PHOI,334.4,334.4
DYC-US-211118-TCHEBA-Opt 02,4-KATEIN-BLK-N0-28,PYC-12-PHOI,0.0,0.0
DYC-US-220514-The Arsenale-572,4-KATEIN-BLK-N0-28,PYC-55-PHOI,165.4,165.4
JP-220527-BOSOU,4-KATEIN-BLK-N0-28,PYC-164-PHOI,240.8,240.8
TTD-220328-Trucker Patch Embroidered Camo-Black,4-KATEIN-BLK-N0-28,PYC-232-PHOI,231.4829,231.4829
Alpine Quilted Trapper - Lar - Black,9-B03680-SAF-IN-HN,PYC-266-PHOI,92.0,184.0
Alpine Quilted Trapper - Lar - Mineral,9-B03680-SAF-IN-HN,PYC-266-PHOI,111.0,111.0
Alpine Quilted Trapper - Med - Black,9-B03680-SAF-IN-HN,PYC-266-PHOI,30.5,30.5
Alpine Quilted Trapper - Med - Mineral,9-B03680-SAF-IN-HN,PYC-266-PHOI,55.5,55.5
Alpine Quilted Trapper - Med - Quarry,9-B03680-SAF-IN-HN,PYC-266-PHOI,116.0,116.0
Alpine Quilted Trapper-Lar-Quarry,9-B03680-SAF-IN-HN,PYC-266-PHOI,115.5,115.5
Artist Series Trucker- OS-Into the Blue,9-B03680-SAF-IN-HN,PYC-70-THIENDUC,25.0,25.0
Artist Series Trucker-OS-Woodland,9-B03680-SAF-IN-HN,PYC-70-THIENDUC,65.0,65.0
Artist Series Trucker-OS-Yosemite Valley,9-B03680-SAF-IN-HN,PYC-70-THIENDUC,33.0,33.0
Every Storm Cap - OS - Black,9-B03680-SAF-IN-HN,PYC-148-PHOI,6.0,6.0
Every Storm Cap - OS - Black,9-B03680-SAF-IN-HN,PYC-158-PHOI,0.1985,0.1985
KIDS ARCTIC TRAPPER-ML- GRAY ARCTIC NIGHTS,9-B03680-SAF-IN-HN,PYC-259-PHOI,48.2,48.2
KIDS ARCTIC TRAPPER-ML- MINERAL,9-B03680-SAF-IN-HN,PYC-259-PHOI,46.0,46.0
KIDS ARCTIC TRAPPER-ML- QUARRY,9-B03680-SAF-IN-HN,PYC-259-PHOI,43.0,43.0
Kids Arctic Ice Cap - ML-Light Gray Woodland,9-B03680-SAF-IN-HN,PYC-148-PHOI,6.0,6.0
Kids Arctic Ice Cap - ML-Light Gray Woodland,9-B03680-SAF-IN-HN,PYC-158-PHOI,0.2,0.2
Kids Arctic Ice Cap-ML- Cream Woodland,9-B03680-SAF-IN-HN,PYC-148-PHOI,6.0,6.0
Kids Arctic Ice Cap-ML- Cream Woodland,9-B03680-SAF-IN-HN,PYC-158-PHOI,0.4,0.4
Kids Arctic Trapper- ML-Cream Woodland,9-B03680-SAF-IN-HN,PYC-148-PHOI,7.62,7.62
Kids Arctic Trapper- ML-Cream Woodland,9-B03680-SAF-IN-HN,PYC-158-PHOI,0.299999,0.299999
Kids Arctic Trapper-ML- Light Gray Woodland,9-B03680-SAF-IN-HN,PYC-148-PHOI,8.0,8.0
Kids Arctic Trapper-ML- Light Gray Woodland,9-B03680-SAF-IN-HN,PYC-158-PHOI,0.3,0.3
Kids Artist Series Trucker- ML-Butterfly and Bees,9-B03680-SAF-IN-HN,PYC-85-THIENDUC,189.0,189.0
Kids Artist Series Trucker- ML-Forest Friend,9-B03680-SAF-IN-HN,PYC-85-THIENDUC,92.2,92.2
Kids Artist Series Trucker- ML-Hummingbird,9-B03680-SAF-IN-HN,PYC-85-THIENDUC,8005.0,164.8
Kids Artist Series Trucker- ML-Hummingbird,9-B03680-SAF-IN-HN,PYC-85-THIENDUC,8005.0,7840.2
Kids Artist Series Trucker- ML-Lone Wolf,9-B03680-SAF-IN-HN,PYC-85-THIENDUC,228.2,228.2
Kids Artist Series Trucker- ML-Osprey,9-B03680-SAF-IN-HN,PYC-85-THIENDUC,92.2,92.2
Kids Artist Series Trucker- ML-Pond Party,9-B03680-SAF-IN-HN,PYC-85-THIENDUC,44.2,44.2
Kids Artist Series Trucker- ML-Rainbow Trout,9-B03680-SAF-IN-HN,PYC-85-THIENDUC,69.0,69.0
Kids Artist Series Trucker- ML-River Otter,9-B03680-SAF-IN-HN,PYC-85-THIENDUC,44.2,44.2
Kids Artist Series Trucker- ML-Whale Song,9-B03680-SAF-IN-HN,PYC-85-THIENDUC,68.2,68.2
Kids Cooling Trucker- ML-Horse Feather,9-B03680-SAF-IN-HN,PYC-85-THIENDUC,36.0,36.0
Kids Cooling Trucker- ML-Soaring Sun,9-B03680-SAF-IN-HN,PYC-85-THIENDUC,5.0,5.0
Kids Sun Chaser Cap-Lightning-L,9-B03680-SAF-IN-HN,PYC-333-PHOI,84.1,84.1
Kids Sun Chaser Cap-Wild Flower-L,9-B03680-SAF-IN-HN,PYC-333-PHOI,60.0,60.0
Mountain Time Radar- Lar-Darkest Navy,9-B03680-SAF-IN-HN,PYC-241-PHOI,15.0,15.0
Mountain Time Radar- Lar-Fir,9-B03680-SAF-IN-HN,PYC-241-PHOI,27.0,27.0
Mountain Time Radar- Lar-Heathered Gray,9-B03680-SAF-IN-HN,PYC-241-PHOI,11.0,11.0
Mountain Time Radar- Med-Darkest Navy,9-B03680-SAF-IN-HN,PYC-241-PHOI,12.2,12.2
Mountain Time Radar- Med-Fir,9-B03680-SAF-IN-HN,PYC-241-PHOI,27.0,27.0
Mountain Time Radar- Med-Heathered Gray,9-B03680-SAF-IN-HN,PYC-241-PHOI,17.0,17.0
Outbound Cap-Heathered Gray-OS,9-B03680-SAF-IN-HN,PYC-235-PHOI,27.0,27.0
ROV-220518-SB-SNOW COWBOY,9-B03680-SAF-IN-HN,PYC-176-THIENDUC,14.0,14.0
SCREELINE CAP OS Asphalt,9-B03680-SAF-IN-HN,PYC-20-PHOI,320.0,320.0
SS23-Outbound Cap-Darkest Navy-OS-PO 38052,9-B03680-SAF-IN-HN,PYC-293-PHOI,12.08,12.08
SS23-Outbound Cap-Heathered Gray-OS-PO 38052,9-B03680-SAF-IN-HN,PYC-293-PHOI,28.08,28.08
Screeline Cap OS Army Cot Green,9-B03680-SAF-IN-HN,PYC-21-PHOI,253.0,253.0
Toddler Artist Series Trucker-Sma-Osprey,9-B03680-SAF-IN-HN,PYC-110-THIENDUC,50.0,50.0
Toddler Trucker-Small-Forest Friends,9-B03680-SAF-IN-HN,PYC-110-THIENDUC,30.0,30.0
Toddler Trucker-Small-Hummingbird,9-B03680-SAF-IN-HN,PYC-110-THIENDUC,73.0,73.0
XA-296-EPFL KIDS TEAL,9-B03680-SAF-IN-HN,PYC-58-THUDUC,3.0,3.0
DYC-AU-220304-Ashco Energy-Opt02-v2,9-GLNDYC-000-IN-TL,PYC-511-PHOI,103.0,103.0
DYC-AU-220505-BJS Landscaping,9-GLNDYC-000-IN-TL,PYC-16-PHOI,25.0,25.0
DYC-AU-220510-Craft Beer Coopery,9-GLNDYC-000-IN-TL,PYC-49-PHOI,276.0,276.0
DYC-AU-220511-Action Metal,9-GLNDYC-000-IN-TL,PYC-49-PHOI,101.0,101.0
DYC-AU-220514-Bao Brothers,9-GLNDYC-000-IN-TL,PYC-49-PHOI,101.0,101.0
DYC-AU-220520-RH Bluewater Marine,9-GLNDYC-000-IN-TL,PYC-49-PHOI,101.0,101.0
DYC-AU-220520-WSS Boards,9-GLNDYC-000-IN-TL,PYC-49-PHOI,100.0,100.0
DYC-AU-220527-THE MUDGEE BREWING,9-GLNDYC-000-IN-TL,PYC-102-PHOI,100.0,100.0
DYC-AU-220531-Broker,9-GLNDYC-000-IN-TL,PYC-102-PHOI,101.0,101.0
DYC-AU-220531-MW Marine,9-GLNDYC-000-IN-TL,PYC-99-PHOI,251.0,251.0
DYC-AU-220601-Network steel,9-GLNDYC-000-IN-TL,PYC-116-PHOI,251.0,251.0
DYC-AU-220607-Lona,9-GLNDYC-000-IN-TL,PYC-153-PHOI,101.0,101.0
DYC-AU-220607-Mountain Blue,9-GLNDYC-000-IN-TL,PYC-155-PHOI,401.0,401.0
DYC-AU-220610-SANTRIX MINING,9-GLNDYC-000-IN-TL,PYC-160-PHOI,100.0,100.0
DYC-AU-220613-Katalyst Performance,9-GLNDYC-000-IN-TL,PYC-116-PHOI,111.1,111.1
DYC-AU-220627-Comyns and co,9-GLNDYC-000-IN-TL,PYC-208-PHOI,100.0,100.0
DYC-AU-220704-Dad and Dave,9-GLNDYC-000-IN-TL,PYC-210-PHOI,100.0,100.0
DYC-AU-220704-Ekim brewing,9-GLNDYC-000-IN-TL,PYC-210-PHOI,100.0,100.0
DYC-AU-220704-Ekim brewing,9-GLNDYC-000-IN-TL,PYC-234-PHOI,20.0,20.0
DYC-AU-220704-Mycladders,9-GLNDYC-000-IN-TL,PYC-221-PHOI,110.0,110.0
DYC-AU-220711-Marques Flooring,9-GLNDYC-000-IN-TL,PYC-240-PHOI,87.8,0.0
DYC-AU-220711-Marques Flooring,9-GLNDYC-000-IN-TL,PYC-275-PHOI,12.2,12.2
DYC-AU-220713-Reckless Brewing,9-GLNDYC-000-IN-TL,PYC-275-PHOI,100.0,100.0
DYC-AU-220713-Yaraka,9-GLNDYC-000-IN-TL,PYC-275-PHOI,103.0,103.0
DYC-AU-220808-THE MUDGEE BREWING,9-GLNDYC-000-IN-TL,PYC-372-PHOI,110.0,110.0
DYC-AU-220809-Gricon,9-GLNDYC-000-IN-TL,PYC-386-PHOI,257.5,257.5
DYC-AU-220822-BAY RD BREWING-Opt02,9-GLNDYC-000-IN-TL,PYC-441-PHOI,101.0,101.0
DYC-AU-220822-BAY RD BREWING-Opt06,9-GLNDYC-000-IN-TL,PYC-441-PHOI,101.0,101.0
DYC-AU-220825-Live Life Get Active,9-GLNDYC-000-IN-TL,PYC-441-PHOI,520.0,520.0
DYC-AU-220831-Tait Motors,9-GLNDYC-000-IN-TL,PYC-477-PHOI,1023.0,1023.0
DYC-AU-220831-WOOLPACK,9-GLNDYC-000-IN-TL,PYC-477-PHOI,100.0,100.0
DYC-AU-220831-Whisky Lullaby,9-GLNDYC-000-IN-TL,PYC-516-PHOI,101.0,101.0
DYC-AU-220913-Lona,9-GLNDYC-000-IN-TL,PYC-526-PHOI,101.0,101.0
DYC-AU-220920-Paradigm-Opt01,9-GLNDYC-000-IN-TL,PYC-603-PHOI,101.0,101.0
DYC-AU-220920-Paradigm-Opt02,9-GLNDYC-000-IN-TL,PYC-603-PHOI,101.0,101.0
DYC-AU-220927-Techworks Plumbing,9-GLNDYC-000-IN-TL,PYC-578-PHOI,150.0,150.0
DYC-AU-220927-What a bility-Opt05,9-GLNDYC-000-IN-TL,PYC-578-PHOI,101.0,101.0
DYC-AU-221001-Black6,9-GLNDYC-000-IN-TL,PYC-595-PHOI,101.0,101.0
DYC-AU-221020-Kiss My Axe,9-GLNDYC-000-IN-TL,PYC-662-PHOI,100.0,100.0
DYC-AU-221026-Western Zone QLD,9-GLNDYC-000-IN-TL,PYC-863-PHOI,251.0,0.0
DYC-AU-221121-Ceramic Pro-Opt01,9-GLNDYC-000-IN-TL,PYC-833-PHOI,101.0,101.0
DYC-AU-221121-Ceramic Pro-Opt02,9-GLNDYC-000-IN-TL,PYC-833-PHOI,101.0,101.0
DYC-AU-221121-Western Filters-Opt01,9-GLNDYC-000-IN-TL,PYC-856-PHOI,101.0,101.0
DYC-AU-221121-Western Filters-Opt02,9-GLNDYC-000-IN-TL,PYC-856-PHOI,100.0,100.0
DYC-AU-221123-Boat Monster,9-GLNDYC-000-IN-TL,PYC-833-PHOI,111.1,111.1
DYC-AU-221125-EKIM Brewery,9-GLNDYC-000-IN-TL,PYC-856-PHOI,100.0,100.0
DYC-AU-221130-Reckless Brewing,9-GLNDYC-000-IN-TL,PYC-863-PHOI,201.0,0.0
DYC-CH1-220422-A Buzzurro,9-GLNDYC-000-IN-TL,PYC-49-PHOI,101.0,101.0
DYC-CH1-220422-Guggenmusik,9-GLNDYC-000-IN-TL,PYC-63-PHOI,100.0,100.0
DYC-CH1-220422-Restaurant Taratata-Opt04,9-GLNDYC-000-IN-TL,PYC-153-PHOI,101.0,101.0
DYC-CH1-220506-Le Rouge-Opt01,9-GLNDYC-000-IN-TL,PYC-168-PHOI,402.0,402.0
DYC-CH1-220506-Le Rouge-Opt01 Kids,9-GLNDYC-000-IN-TL,PYC-162-THUDUC,202.0,202.0
DYC-CH1-220506-Le Rouge-Opt02,9-GLNDYC-000-IN-TL,PYC-162-THUDUC,102.0,102.0
DYC-CH1-220506-Le Rouge-Opt03,9-GLNDYC-000-IN-TL,PYC-168-PHOI,402.0,402.0
DYC-CH1-220506-Le Rouge-Opt04,9-GLNDYC-000-IN-TL,PYC-162-THUDUC,102.0,102.0
DYC-CH1-220506-Le Rouge-Opt05,9-GLNDYC-000-IN-TL,PYC-162-THUDUC,102.0,102.0
DYC-CH1-220506-Le Rouge-Opt06,9-GLNDYC-000-IN-TL,PYC-162-THUDUC,102.0,102.0
DYC-CH1-220506-Le Rouge-Opt07,9-GLNDYC-000-IN-TL,PYC-163-THUDUC,102.0,102.0
DYC-CH1-220506-Le Rouge-Opt08,9-GLNDYC-000-IN-TL,PYC-162-THUDUC,102.0,102.0
DYC-CH1-220506-Le Rouge-Opt09,9-GLNDYC-000-IN-TL,PYC-162-THUDUC,102.0,102.0
DYC-CH1-220506-Le Rouge-Opt10,9-GLNDYC-000-IN-TL,PYC-162-THUDUC,102.0,102.0
DYC-CH1-220506-Le Rouge-Opt11,9-GLNDYC-000-IN-TL,PYC-162-THUDUC,102.0,102.0
DYC-CH1-220506-Le Rouge-Opt12,9-GLNDYC-000-IN-TL,PYC-162-THUDUC,102.0,102.0
DYC-CH1-220507-James Blunt,9-GLNDYC-000-IN-TL,PYC-16-PHOI,252.0,252.0
DYC-CH1-220509-DAHU - Celliers de Slon,9-GLNDYC-000-IN-TL,PYC-13-PHOI,501.0,501.0
DYC-CH1-220513-Hotel Adler,9-GLNDYC-000-IN-TL,PYC-101-PHOI,251.0,251.0
DYC-CH1-220513-Medran,9-GLNDYC-000-IN-TL,PYC-318-PHOI,100.0,100.0
DYC-CH1-220513-Moto Club Cossonay-Opt03,9-GLNDYC-000-IN-TL,PYC-15-PHOI,100.0,100.0
DYC-CH1-220513-Moto Club Cossonay-Opt04,9-GLNDYC-000-IN-TL,PYC-28-PHOI,100.0,100.0
DYC-CH1-220517-Camping de la Piscine,9-GLNDYC-000-IN-TL,PYC-49-PHOI,101.0,101.0
DYC-CH1-220520-Locaclim SA,9-GLNDYC-000-IN-TL,PYC-49-PHOI,101.0,101.0
DYC-CH1-220530-Swiss Red Cross Ball-Opt01,9-GLNDYC-000-IN-TL,PYC-83-THUDUC,247.8,110.0
DYC-CH1-220530-Swiss Red Cross Ball-Opt01,9-GLNDYC-000-IN-TL,PYC-83-THUDUC,247.8,137.8
DYC-CH1-220530-Swiss Red Cross Ball-Opt01,9-GLNDYC-000-IN-TL,PYC-95-THUDUC,359.2,359.2
DYC-CH1-220603-La Chocolaterie-55cm,9-GLNDYC-000-IN-TL,PYC-101-PHOI,34.1,34.1
DYC-CH1-220603-La Chocolaterie-58cm,9-GLNDYC-000-IN-TL,PYC-101-PHOI,77.0,77.0
DYC-CH1-220607-WOO222,9-GLNDYC-000-IN-TL,PYC-153-PHOI,501.0,501.0
DYC-CH1-220610-Concordia de Bagnes,9-GLNDYC-000-IN-TL,PYC-143-PHOI,102.0,102.0
DYC-CH1-220622-Rebellion-Opt01,9-GLNDYC-000-IN-TL,PYC-721-PHOI,113.0,113.0
DYC-CH1-220629-Air-Glaciers SA,9-GLNDYC-000-IN-TL,PYC-210-PHOI,502.0,502.0
DYC-CH1-220706-Hydra Island,9-GLNDYC-000-IN-TL,PYC-240-PHOI,50.0,0.0
DYC-CH1-220711-Bruellan-Opt05,9-GLNDYC-000-IN-TL,PYC-392-PHOI,100.0,100.0
DYC-CH1-220711-Bruellan-Opt06,9-GLNDYC-000-IN-TL,PYC-392-PHOI,100.0,100.0
DYC-CH1-220711-Bruellan-Opt07,9-GLNDYC-000-IN-TL,PYC-392-PHOI,100.0,100.0
DYC-CH1-220806-La Chocolaterie,9-GLNDYC-000-IN-TL,PYC-350-PHOI,101.0,101.0
DYC-CH1-220806-La Marlénaz SARL,9-GLNDYC-000-IN-TL,PYC-448-PHOI,101.0,101.0
DYC-CH1-220806-La Marlénaz SARL-D1,9-GLNDYC-000-IN-TL,PYC-504-PHOI,150.0,150.0
DYC-CH1-220809-La Cabane Brunet,9-GLNDYC-000-IN-TL,PYC-372-PHOI,101.0,101.0
DYC-CH1-220810-Air-Glaciers SA,9-GLNDYC-000-IN-TL,PYC-372-PHOI,500.0,500.0
DYC-CH1-220901-Air-Glaciers SA,9-GLNDYC-000-IN-TL,PYC-448-PHOI,500.0,500.0
DYC-CH1-220901-La Cordée des Alpes,9-GLNDYC-000-IN-TL,PYC-477-PHOI,251.0,251.0
DYC-CH1-220909-No 8 Bed & Bar-Opt04-v1,9-GLNDYC-000-IN-TL,PYC-782-PHOI,205.1,205.1
DYC-CH1-220909-No 8 Bed & Bar-Opt04-v1,9-GLNDYC-000-IN-TL,PYC-845-PHOI,45.9,45.9
DYC-CH1-220909-No 8 Bed & Bar-Opt06-v1,9-GLNDYC-000-IN-TL,PYC-845-PHOI,251.0,251.0
DYC-CH1-220909-No 8 Bed & Bar-Opt07-v1,9-GLNDYC-000-IN-TL,PYC-845-PHOI,101.0,101.0
DYC-CH1-220913-Farinet Verbier-Opt02,9-GLNDYC-000-IN-TL,PYC-739-PHOI,302.0,302.0
DYC-CH1-220913-Farinet Verbier-Opt03-v1,9-GLNDYC-000-IN-TL,PYC-755-PHOI,152.0,152.0
DYC-CH1-220913-Farinet Verbier-Opt04-v1,9-GLNDYC-000-IN-TL,PYC-755-PHOI,102.0,102.0
DYC-CH1-220921-Le Carrefour- Opt1-v2,9-GLNDYC-000-IN-TL,PYC-704-PHOI,252.0,252.0
DYC-CH1-220921-Le Corre Real Estate-Opt01-v1,9-GLNDYC-000-IN-TL,PYC-536-PHOI,101.0,101.0
DYC-CH1-220921-Rebellion-Opt01,9-GLNDYC-000-IN-TL,PYC-578-PHOI,191.0,191.0
DYC-CH1-220921-Rebellion-Opt02-03-04,9-GLNDYC-000-IN-TL,PYC-578-PHOI,63.0,63.0
DYC-CH1-220926-Dance Area Geneva,9-GLNDYC-000-IN-TL,PYC-721-PHOI,102.0,102.0
DYC-CH1-220926-Rebellion Dakar 2023-v1,9-GLNDYC-000-IN-TL,PYC-753-PHOI,501.0,501.0
DYC-CH1-220926-Sto Bene Partners,9-GLNDYC-000-IN-TL,PYC-721-PHOI,102.0,102.0
DYC-CH1-220927-Xtreme Sports Verbier-Opt02,9-GLNDYC-000-IN-TL,PYC-697-PHOI,102.0,102.0
DYC-CH1-220927-Xtreme Sports Verbier-Opt03,9-GLNDYC-000-IN-TL,PYC-603-PHOI,102.0,102.0
DYC-CH1-220927-Xtreme Sports Verbier-Opt04,9-GLNDYC-000-IN-TL,PYC-603-PHOI,102.0,102.0
DYC-CH1-220927-Xtreme Sports Verbier-Opt07,9-GLNDYC-000-IN-TL,PYC-697-PHOI,102.0,102.0
DYC-CH1-220929-Farm Club Verbier-Opt02,9-GLNDYC-000-IN-TL,PYC-631-PHOI,101.0,101.0
DYC-CH1-220929-Farm Club Verbier-Opt07,9-GLNDYC-000-IN-TL,PYC-631-PHOI,101.0,101.0
DYC-CH1-220929-Farm Club Verbier-Opt07-v1,9-GLNDYC-000-IN-TL,PYC-686-PHOI,101.0,101.0
DYC-CH1-220929-Farm Club Verbier-Opt09,9-GLNDYC-000-IN-TL,PYC-631-PHOI,101.0,101.0
